encoder__Dependents,encoder__PaymentMethod,encoder__InternetService,encoder__tenure_group,remainder__SeniorCitizen,remainder__Partner,remainder__Tenure,remainder__Contract,remainder__PaperlessBilling,remainder__MonthlyCharges,remainder__TotalCharges,remainder__OnlineSecurity,remainder__OnlineBackup,remainder__DeviceProtection,remainder__TechSupport,remainder__service_diversity,remainder__monthly_charges_ratio,remainder__is_paperless_electronic
0.0,1.0,1.0,4.0,0,1,52,1,1,95.65,5088.4,0,1,0,1,2,1.4707990658146517,1
1.0,3.0,2.0,3.0,0,1,43,24,0,24.25,1077.95,0,0,0,0,0,0.3728894651960826,0
0.0,3.0,2.0,0.0,0,0,1,1,0,20.35,20.35,0,0,0,0,0,0.31291961306145494,0
1.0,3.0,0.0,5.0,0,1,64,24,1,90.6,5817.45,1,1,1,1,4,1.39314579574289,0
0.0,2.0,2.0,3.0,0,1,46,1,0,19.6,851.2,0,0,0,0,0,0.3013869491894111,0
1.0,1.0,1.0,5.0,0,1,72,24,1,90.8,6511.8,0,0,1,0,1,1.396221172775435,1
1.0,1.0,0.0,1.0,0,0,13,1,1,52.1,670.65,1,0,0,0,1,0.8011357169779755,1
0.0,2.0,1.0,4.0,0,1,52,1,1,105.05,5624.85,0,1,1,0,2,1.6153417863442672,0
0.0,3.0,0.0,1.0,0,1,18,1,1,49.55,878.35,0,0,1,0,1,0.7619246598130265,0
0.0,0.0,1.0,1.0,0,0,18,1,1,75.9,1373.05,0,0,0,1,1,1.1671055838508317,1
0.0,2.0,1.0,1.0,0,1,21,1,1,94.3,1948.35,0,0,0,0,0,1.4500402708449727,0
0.0,1.0,1.0,5.0,0,1,72,24,1,110.6,7962.2,0,1,1,1,3,1.7006834989973911,1
1.0,3.0,2.0,1.0,0,1,24,24,0,24.2,609.05,0,0,0,0,0,0.37212062093794634,0
0.0,3.0,2.0,0.0,0,1,8,1,0,20.25,158.35,0,0,0,0,0,0.3113819245451824,0
1.0,3.0,0.0,2.0,0,1,28,1,0,49.9,1410.25,0,0,0,0,0,0.7673065696199802,0
1.0,0.0,0.0,3.0,0,0,39,12,0,54.85,2191.7,0,0,1,1,2,0.8434221511754694,0
0.0,3.0,2.0,0.0,0,0,12,1,0,20.3,246.7,0,0,0,0,0,0.31215076880331866,0
1.0,3.0,2.0,3.0,0,1,47,24,0,19.75,948.9,0,0,0,0,0,0.30369348196381984,0
0.0,3.0,1.0,2.0,0,0,27,1,1,69.05,1793.25,0,0,0,0,0,1.0617739204861651,0
0.0,2.0,1.0,3.0,0,0,39,24,1,100.45,3801.7,1,0,1,0,2,1.544608114595732,0
0.0,3.0,0.0,1.0,0,0,21,1,1,36.0,780.15,0,1,0,1,2,0.553567865858102,0
0.0,0.0,1.0,5.0,0,1,69,12,0,99.5,6841.45,0,0,1,0,1,1.530000073691143,0
0.0,2.0,1.0,1.0,0,1,17,1,0,92.6,1579.7,0,0,0,0,0,1.42389956606834,0
0.0,3.0,2.0,0.0,0,0,1,1,0,20.6,20.6,0,0,0,0,0,0.3167638343521362,0
0.0,3.0,1.0,0.0,0,0,9,1,1,88.4,788.6,0,0,0,0,0,1.359316648384895,0
0.0,3.0,1.0,4.0,0,1,51,1,0,69.15,3649.6,0,0,0,0,0,1.0633116090024377,0
0.0,2.0,1.0,0.0,1,0,4,1,1,95.45,396.1,0,0,0,0,0,1.4677236887821066,0
0.0,2.0,1.0,0.0,0,0,1,1,0,78.05,78.05,0,0,0,0,0,1.2001658869506906,0
1.0,1.0,1.0,0.0,0,0,12,1,1,73.75,871.4,0,0,0,0,0,1.1340452807509729,1
0.0,2.0,1.0,0.0,0,0,1,1,1,81.7,81.7,1,0,0,0,1,1.2562915177946372,0
0.0,1.0,1.0,5.0,0,0,62,12,1,115.05,7133.45,1,1,1,1,4,1.7691106379715176,1
0.0,2.0,1.0,1.0,1,0,13,1,1,100.8,1308.1,1,0,0,0,1,1.5499900244026856,0
0.0,0.0,1.0,5.0,1,0,64,1,1,108.95,7111.3,1,0,1,1,3,1.6753116384788949,1
0.0,3.0,0.0,2.0,0,1,31,12,1,81.15,2545.75,1,0,1,1,3,1.2478342309551385,0
0.0,0.0,0.0,1.0,0,0,22,12,1,43.75,903.6,0,1,1,0,2,0.6727387258692212,1
0.0,0.0,0.0,4.0,0,1,50,12,1,44.45,2188.45,1,0,0,1,2,0.6835025454831288,1
0.0,1.0,2.0,4.0,0,0,49,24,1,19.9,1022.6,0,0,0,0,0,0.3060000147382286,1
0.0,1.0,1.0,1.0,0,1,14,1,1,89.65,1208.35,0,1,0,1,2,1.3785377548383013,1
0.0,1.0,1.0,4.0,0,0,53,12,1,94.45,5042.75,0,1,1,1,3,1.4523468036193816,1
1.0,3.0,2.0,0.0,0,0,1,1,1,19.2,19.2,0,0,0,0,0,0.2952361951243211,0
1.0,0.0,2.0,0.0,0,1,7,1,1,20.25,174.7,0,0,0,0,0,0.3113819245451824,1
1.0,3.0,0.0,2.0,1,1,29,1,1,35.65,1025.15,0,1,1,0,2,0.5481859560511483,0
0.0,2.0,1.0,3.0,1,1,41,1,1,99.8,4259.3,0,0,1,0,1,1.5346131392399605,0
0.0,0.0,1.0,5.0,0,1,69,24,0,99.15,6875.35,1,0,0,0,1,1.5246181638841894,0
0.0,3.0,1.0,1.0,0,1,24,1,1,79.65,1928.7,0,0,1,0,1,1.2247689032110507,0
0.0,1.0,0.0,3.0,0,1,42,12,0,80.45,3375.9,1,0,0,1,2,1.2370704113412307,0
0.0,2.0,1.0,1.0,0,1,21,1,1,86.5,1808.7,0,0,0,0,0,1.3301005665757173,0
0.0,2.0,0.0,1.0,0,1,17,12,0,54.6,934.8,0,0,1,1,2,0.8395779298847881,0
0.0,1.0,1.0,0.0,1,0,8,1,1,94.45,742.95,0,0,1,0,1,1.4523468036193816,1
1.0,3.0,2.0,0.0,0,0,1,1,0,25.4,25.4,0,0,0,0,0,0.3905728831332164,0
0.0,1.0,0.0,5.0,0,0,69,24,1,85.35,5897.4,1,0,1,1,3,1.3124171486385834,1
0.0,1.0,1.0,2.0,1,0,30,1,0,91.7,2758.15,1,1,1,0,3,1.4100603694218876,0
0.0,2.0,1.0,5.0,0,1,63,1,1,100.55,6215.35,1,1,1,0,3,1.5461458031120043,0
0.0,0.0,2.0,0.0,0,0,5,1,0,20.65,93.55,0,0,0,0,0,0.3175326786102724,0
0.0,2.0,2.0,1.0,0,0,23,1,0,20.85,473.9,0,0,0,0,0,0.32060805564281747,0
0.0,2.0,1.0,4.0,1,1,60,1,0,89.45,5294.6,0,1,0,0,1,1.3754623778057564,0
0.0,0.0,2.0,0.0,0,0,2,1,0,18.75,53.15,0,0,0,0,0,0.2883165968010948,0
1.0,3.0,1.0,2.0,0,1,27,1,0,74.4,1972.35,1,0,0,0,1,1.1440402561067442,0
0.0,3.0,0.0,4.0,0,1,60,24,1,61.35,3766.2,1,1,0,1,3,0.9433719047331822,0
0.0,1.0,2.0,4.0,0,1,53,12,0,19.05,990.45,0,0,0,0,0,0.29292966234991236,0
0.0,2.0,0.0,0.0,0,0,1,1,1,24.4,24.4,0,0,0,0,0,0.37519599797049136,0
0.0,0.0,0.0,5.0,0,1,67,24,0,86.15,5883.85,0,1,1,1,3,1.3247186567687637,0
0.0,3.0,0.0,1.0,0,0,24,1,1,49.7,1218.25,0,1,0,0,1,0.7642311925874353,0
1.0,1.0,2.0,4.0,0,1,59,24,0,19.5,1222.65,0,0,0,0,0,0.2998492606731386,0
1.0,1.0,1.0,3.0,0,1,39,1,1,99.95,3767.4,0,0,0,1,1,1.5369196720143694,1
0.0,2.0,1.0,0.0,1,0,1,1,1,85.0,85.0,0,0,1,0,1,1.3070352388316298,0
0.0,2.0,2.0,4.0,0,1,56,12,0,24.3,1261.7,0,0,0,0,0,0.37365830945421885,0
1.0,3.0,2.0,0.0,0,1,3,1,0,19.3,54.7,0,0,0,0,0,0.2967738836405936,0
1.0,2.0,1.0,5.0,0,1,67,12,1,109.4,7281.6,1,0,1,1,3,1.6822312368021213,0
0.0,2.0,0.0,0.0,1,0,3,1,0,25.3,77.75,0,0,0,0,0,0.3890351946169439,0
1.0,3.0,0.0,2.0,0,1,25,12,1,55.1,1466.1,0,0,0,1,1,0.8472663724661507,0
0.0,1.0,2.0,4.0,0,1,53,24,0,19.9,1110.05,0,0,0,0,0,0.3060000147382286,0
0.0,3.0,0.0,0.0,1,1,3,1,1,36.45,93.7,0,0,0,0,0,0.5604874641813283,0
0.0,2.0,1.0,2.0,0,0,32,12,0,84.05,2781.85,0,0,0,0,0,1.292427197927041,0
1.0,3.0,2.0,1.0,0,0,21,1,0,20.75,452.2,0,0,0,0,0,0.3190703671265449,0
0.0,0.0,1.0,2.0,1,1,29,12,0,90.1,2656.7,1,0,1,0,2,1.3854573531615275,0
0.0,3.0,0.0,1.0,0,1,19,1,1,59.8,1130.85,0,1,0,0,1,0.9195377327309583,0
0.0,3.0,2.0,0.0,0,0,1,1,1,20.25,20.25,0,0,0,0,0,0.3113819245451824,0
0.0,2.0,1.0,0.0,0,0,8,1,1,94.0,773.65,0,1,1,0,2,1.4454272052961552,0
1.0,3.0,0.0,2.0,0,1,32,24,0,73.6,2316.85,1,1,1,1,4,1.1317387479765642,0
0.0,3.0,0.0,3.0,0,1,45,24,1,84.35,3858.05,1,1,1,1,4,1.2970402634758584,0
0.0,0.0,0.0,0.0,0,0,1,1,1,48.45,48.45,1,0,0,0,1,0.745010086134029,1
0.0,1.0,0.0,3.0,0,0,37,1,1,78.9,2976.95,1,1,1,1,4,1.213236239339007,1
1.0,1.0,2.0,1.0,0,0,19,1,1,24.1,439.2,0,0,0,0,0,0.3705829324216739,1
0.0,3.0,2.0,2.0,0,0,25,1,0,19.05,461.3,0,0,0,0,0,0.29292966234991236,0
0.0,1.0,0.0,1.0,0,0,20,1,0,64.4,1398.6,1,0,1,0,2,0.9902714044794937,0
0.0,3.0,2.0,2.0,0,0,35,12,0,20.75,700.45,0,0,0,0,0,0.3190703671265449,0
1.0,0.0,0.0,0.0,0,1,3,1,1,69.15,235.0,0,1,1,0,2,1.0633116090024377,1
1.0,1.0,1.0,0.0,0,1,5,1,0,69.95,320.4,0,0,0,0,0,1.0756131171326178,0
0.0,3.0,1.0,3.0,0,1,48,12,1,82.05,4029.95,0,0,0,0,0,1.2616734276015908,0
0.0,2.0,1.0,3.0,1,1,38,1,1,102.6,4009.2,0,1,1,0,2,1.5776684176955906,0
0.0,2.0,1.0,0.0,0,0,1,1,1,70.3,70.3,0,0,0,0,0,1.0809950269395714,0
0.0,0.0,0.0,5.0,1,1,71,24,1,82.7,5831.2,1,1,1,1,4,1.2716684029573622,1
0.0,2.0,1.0,0.0,0,0,4,1,1,101.7,364.55,0,1,0,0,1,1.5638292210491382,0
0.0,1.0,0.0,2.0,0,1,33,12,1,53.75,1857.3,0,1,0,1,2,0.8265075774964717,1
0.0,2.0,1.0,0.0,1,0,1,1,1,71.25,71.25,0,0,0,0,0,1.0956030678441602,0
0.0,3.0,1.0,5.0,0,1,62,24,0,113.95,6891.4,1,1,1,1,4,1.7521960642925203,0
1.0,1.0,0.0,1.0,0,1,24,24,0,78.6,1846.65,1,0,1,0,2,1.2086231737901894,0
0.0,0.0,0.0,5.0,0,0,72,24,1,91.35,6697.2,1,1,1,1,4,1.4046784596149338,1
1.0,1.0,1.0,5.0,0,1,67,24,0,106.7,7009.5,1,0,0,1,2,1.6407136468627634,0
1.0,0.0,2.0,5.0,0,1,71,24,0,24.7,1810.55,0,0,0,0,0,0.3798090635193089,0
1.0,1.0,1.0,5.0,0,1,72,24,1,107.7,7919.8,1,1,0,1,3,1.6560905320254886,1
0.0,2.0,1.0,0.0,0,1,2,1,1,70.35,120.25,0,0,0,0,0,1.0817638711977076,0
1.0,1.0,1.0,5.0,0,1,64,24,1,109.2,6741.15,0,1,1,1,3,1.6791558597695762,1
1.0,3.0,2.0,0.0,0,1,11,12,1,20.0,196.35,0,0,0,0,0,0.30753770325450114,0
0.0,1.0,1.0,2.0,1,1,32,1,1,80.3,2483.05,0,0,0,0,0,1.234763878566822,1
0.0,3.0,1.0,5.0,0,1,66,24,0,96.6,6424.25,1,1,1,1,4,1.4854071067192403,0
0.0,0.0,0.0,1.0,0,1,13,1,1,48.75,633.4,0,0,1,0,1,0.7496231516828464,1
0.0,2.0,1.0,3.0,1,0,43,1,1,90.25,3838.75,0,1,0,0,1,1.3877638859359362,0
0.0,3.0,2.0,5.0,0,0,67,12,1,19.45,1195.95,0,0,0,0,0,0.2990804164150023,0
0.0,3.0,2.0,3.0,0,0,43,24,0,19.55,876.15,0,0,0,0,0,0.30061810493127483,0
0.0,2.0,1.0,0.0,0,0,7,1,1,86.8,620.35,0,0,0,0,0,1.3347136321245348,0
0.0,2.0,1.0,1.0,1,0,20,1,1,79.15,1520.9,1,0,0,0,1,1.2170804606296883,0
0.0,0.0,1.0,5.0,0,1,67,12,1,105.7,6816.95,0,1,1,0,2,1.6253367617000385,1
0.0,2.0,1.0,2.0,1,1,30,1,1,101.5,2917.65,0,0,0,1,1,1.5607538440165931,0
0.0,2.0,1.0,0.0,1,1,10,1,1,89.8,914.3,0,0,1,0,1,1.38084428761271,0
0.0,1.0,2.0,5.0,0,0,72,24,0,20.25,1566.9,0,0,0,0,0,0.3113819245451824,0
0.0,1.0,1.0,3.0,0,0,40,1,1,104.5,4036.85,0,1,1,0,2,1.6068844995047684,1
0.0,1.0,0.0,5.0,0,0,61,24,0,88.65,5321.25,0,1,1,1,3,1.3631608696755764,0
0.0,3.0,2.0,0.0,0,0,1,1,1,20.3,20.3,0,0,0,0,0,0.31215076880331866,0
1.0,1.0,1.0,2.0,0,0,34,24,1,116.15,3946.9,1,1,1,1,4,1.7860252116505153,1
0.0,3.0,2.0,0.0,0,0,4,1,0,19.75,78.3,0,0,0,0,0,0.30369348196381984,0
0.0,1.0,1.0,5.0,1,1,66,12,1,108.1,7181.95,0,1,1,1,3,1.6622412860905784,1
0.0,2.0,1.0,0.0,0,0,11,1,1,76.5,837.95,0,0,0,0,0,1.1763317149484669,0
1.0,3.0,2.0,1.0,0,0,21,24,0,19.6,397.0,0,0,0,0,0,0.3013869491894111,0
1.0,1.0,2.0,0.0,0,0,10,1,0,24.8,223.9,0,0,0,0,0,0.3813467520355814,0
0.0,2.0,1.0,0.0,0,0,3,1,0,69.65,220.1,0,0,0,0,0,1.0710000515838003,0
0.0,2.0,1.0,5.0,0,1,64,24,1,105.25,6823.4,0,1,0,1,2,1.618417163376812,0
0.0,1.0,2.0,4.0,0,1,56,12,0,19.95,1126.75,0,0,0,0,0,0.30676885899636486,0
1.0,0.0,1.0,5.0,0,1,64,24,0,93.4,5822.3,1,0,1,0,2,1.4362010741985203,0
0.0,0.0,0.0,2.0,1,1,27,1,1,84.8,2309.55,0,1,1,1,3,1.3039598617990846,1
0.0,1.0,0.0,5.0,0,0,68,24,0,64.35,4539.6,1,1,1,1,4,0.9895025602213573,0
0.0,2.0,1.0,0.0,0,0,1,1,0,94.4,94.4,0,0,1,0,1,1.4515779593612455,0
0.0,0.0,1.0,1.0,1,1,20,12,1,91.0,1859.5,0,0,0,0,0,1.3992965498079801,1
1.0,0.0,2.0,0.0,0,0,3,1,0,20.2,50.6,0,0,0,0,0,0.3106130802870461,0
0.0,2.0,1.0,2.0,1,1,29,1,1,95.9,2745.2,0,1,1,0,2,1.474643287105333,0
0.0,1.0,0.0,5.0,0,1,66,24,1,58.2,3810.8,1,1,0,1,3,0.8949347164705983,1
0.0,2.0,1.0,4.0,1,1,53,12,1,94.0,4871.45,0,1,1,1,3,1.4454272052961552,0
0.0,2.0,1.0,1.0,0,0,14,1,1,89.95,1178.4,0,0,0,1,1,1.3831508203871188,0
0.0,2.0,1.0,5.0,0,0,63,1,0,105.4,6713.2,0,1,0,1,2,1.620723696151221,0
1.0,0.0,0.0,5.0,0,1,70,12,1,58.4,4113.15,0,1,1,1,3,0.8980100935031432,1
0.0,3.0,2.0,1.0,0,0,22,24,0,25.25,566.5,0,0,0,0,0,0.3882663503588077,0
0.0,1.0,0.0,5.0,0,1,71,12,1,66.85,4748.7,1,1,0,1,3,1.02794477312817,1
1.0,2.0,1.0,4.0,0,1,55,1,0,79.4,4238.45,0,1,0,1,2,1.2209246819203696,0
0.0,3.0,2.0,1.0,0,0,16,24,0,19.75,284.35,0,0,0,0,0,0.30369348196381984,0
0.0,0.0,1.0,5.0,0,1,72,24,1,115.8,8424.9,1,1,1,1,4,1.7806433018435615,1
0.0,0.0,1.0,5.0,1,1,62,1,1,89.8,5629.55,0,1,0,0,1,1.38084428761271,1
1.0,3.0,0.0,0.0,0,1,4,1,0,45.25,155.35,0,0,0,0,0,0.6958040536133088,0
0.0,2.0,1.0,0.0,0,1,3,1,1,95.2,292.85,0,0,0,0,0,1.4638794674914253,0
0.0,2.0,1.0,0.0,1,1,12,1,1,101.35,1218.55,0,1,0,0,1,1.5584473112421844,0
0.0,1.0,0.0,1.0,0,1,14,1,1,66.6,979.5,0,0,0,1,1,1.0241005518374886,1
0.0,3.0,1.0,0.0,0,0,1,1,1,70.15,70.15,0,0,0,0,0,1.0786884941651629,0
0.0,2.0,1.0,3.0,0,1,48,12,1,97.05,4692.95,0,1,1,0,2,1.4923267050424667,0
0.0,2.0,0.0,5.0,0,1,67,24,1,79.7,5293.4,1,0,1,0,2,1.225537747469187,0
0.0,3.0,2.0,2.0,0,0,31,12,0,20.95,683.25,0,0,0,0,0,0.3221457441590899,0
1.0,0.0,1.0,5.0,0,1,66,12,1,103.15,7031.3,1,1,1,0,3,1.5861257045350896,1
0.0,1.0,0.0,0.0,0,0,2,1,1,46.0,84.5,0,0,0,0,0,0.7073367174853525,1
0.0,3.0,0.0,5.0,0,0,65,24,1,59.6,3739.8,1,1,0,1,3,0.9164623556984134,0
0.0,0.0,1.0,5.0,0,1,61,24,1,101.05,5971.25,0,1,0,0,1,1.553834245693367,1
1.0,3.0,2.0,4.0,0,1,51,24,1,24.95,1222.25,0,0,0,0,0,0.3836532848099901,0
1.0,1.0,1.0,5.0,0,0,66,24,1,90.95,5930.05,1,0,1,1,3,1.398527705549844,1
0.0,3.0,1.0,0.0,0,0,7,12,1,94.05,633.45,0,1,0,0,1,1.4461960495542914,0
0.0,0.0,1.0,2.0,0,1,36,1,1,97.35,3457.9,0,1,1,0,2,1.4969397705912841,1
0.0,0.0,2.0,2.0,0,0,34,24,0,26.1,980.35,0,0,0,0,0,0.40133670274712396,0
0.0,3.0,0.0,5.0,0,1,64,24,0,69.25,4447.75,1,0,1,1,3,1.06484929751871,0
0.0,1.0,1.0,0.0,1,0,9,1,1,84.4,732.5,0,0,0,0,0,1.2978091077339948,1
0.0,3.0,0.0,0.0,0,0,1,1,0,55.55,55.55,0,0,0,0,0,0.8541859707893769,0
0.0,1.0,2.0,0.0,0,0,2,1,1,19.9,33.7,0,0,0,0,0,0.3060000147382286,1
1.0,1.0,1.0,5.0,0,1,72,24,1,84.5,6130.85,0,0,0,0,0,1.2993467962502672,1
0.0,1.0,1.0,3.0,0,0,48,12,1,106.1,5082.8,0,1,1,0,2,1.6314875157651283,1
0.0,0.0,1.0,5.0,0,0,69,12,1,104.7,7220.35,0,1,0,1,2,1.6099598765373133,1
0.0,1.0,0.0,5.0,0,1,64,12,1,73.05,4688.65,1,0,1,0,2,1.1232814611370654,1
0.0,0.0,2.0,4.0,0,0,58,24,1,19.15,1035.5,0,0,0,0,0,0.2944673508661848,1
1.0,3.0,2.0,1.0,0,0,24,24,0,19.75,498.1,0,0,0,0,0,0.30369348196381984,0
0.0,2.0,1.0,2.0,1,1,29,1,1,79.3,2414.55,0,0,0,1,1,1.2193869934040968,0
1.0,3.0,2.0,1.0,0,1,18,1,0,20.45,357.0,0,0,0,0,0,0.3144573015777274,0
0.0,3.0,2.0,4.0,0,0,51,24,0,20.45,1042.65,0,0,0,0,0,0.3144573015777274,0
0.0,2.0,1.0,5.0,0,1,63,1,1,102.4,6444.05,0,1,1,0,2,1.5745930406630457,0
1.0,2.0,1.0,3.0,1,1,46,1,1,110.2,4972.1,1,1,0,1,3,1.6945327449323013,0
0.0,2.0,1.0,3.0,1,1,40,1,0,101.85,4086.3,1,0,0,0,1,1.566135753823547,0
1.0,1.0,1.0,4.0,0,1,55,24,1,69.05,3842.6,0,0,0,0,0,1.0617739204861651,1
0.0,2.0,1.0,2.0,0,1,33,1,1,104.4,3409.6,0,1,1,0,2,1.6053468109884959,0
0.0,0.0,0.0,0.0,0,0,7,1,0,62.8,418.3,0,0,1,1,2,0.9656683882191335,0
0.0,1.0,2.0,5.0,0,0,72,24,1,19.8,1468.75,0,0,0,0,0,0.3044623262219561,1
0.0,0.0,1.0,1.0,1,1,22,1,1,89.75,1938.9,0,0,0,0,0,1.3800754433545739,1
0.0,1.0,1.0,3.0,0,1,47,12,1,95.2,4563.0,0,0,0,0,0,1.4638794674914253,1
0.0,1.0,0.0,5.0,1,1,69,12,1,29.8,2134.3,0,0,1,0,1,0.4582311778492067,1
1.0,3.0,2.0,1.0,0,1,23,24,0,25.1,611.45,0,0,0,0,0,0.38595981758439896,0
0.0,3.0,2.0,1.0,0,0,24,24,0,20.75,487.05,0,0,0,0,0,0.3190703671265449,0
0.0,0.0,2.0,4.0,0,0,53,24,0,19.65,978.0,0,0,0,0,0,0.30215579344754734,0
0.0,1.0,0.0,5.0,0,0,63,24,1,80.3,4995.35,1,1,1,1,4,1.234763878566822,1
0.0,0.0,1.0,4.0,0,0,54,24,1,95.1,5064.85,0,0,1,1,2,1.4623417789751527,1
0.0,2.0,0.0,4.0,1,0,60,12,1,71.75,4374.55,1,1,0,0,2,1.1032915104255228,0
0.0,1.0,0.0,5.0,0,0,64,24,1,86.4,5442.05,1,1,1,1,4,1.328562878059445,1
0.0,2.0,0.0,4.0,0,1,57,24,1,59.75,3450.15,1,1,0,1,3,0.9187688884728221,0
0.0,2.0,1.0,1.0,1,0,20,1,0,89.95,1648.45,0,0,0,0,0,1.3831508203871188,0
1.0,2.0,2.0,3.0,0,0,43,24,1,25.1,1070.15,0,0,0,0,0,0.38595981758439896,0
0.0,2.0,0.0,1.0,0,0,16,1,1,38.9,664.4,1,0,0,0,1,0.5981608328300047,0
1.0,0.0,2.0,5.0,0,1,71,24,0,25.45,1813.35,0,0,0,0,0,0.39134172739135265,0
0.0,2.0,1.0,0.0,0,0,11,1,0,90.15,987.95,0,0,0,1,1,1.386226197419664,0
0.0,2.0,1.0,0.0,0,0,2,1,0,95.65,167.3,0,1,0,0,1,1.4707990658146517,0
0.0,0.0,1.0,5.0,0,1,70,24,1,114.2,7723.9,1,1,1,1,4,1.7560402855832014,1
1.0,2.0,2.0,5.0,0,1,72,24,0,20.35,1354.4,0,0,0,0,0,0.31291961306145494,0
0.0,3.0,0.0,3.0,0,0,41,12,0,65.0,2531.8,0,0,1,0,1,0.9994975355771286,0
0.0,2.0,1.0,4.0,0,0,57,24,1,95.25,5464.65,0,0,1,0,1,1.4646483117495617,0
1.0,1.0,2.0,4.0,0,1,50,24,0,20.55,1070.25,0,0,0,0,0,0.3159949900939999,0
0.0,0.0,1.0,3.0,0,1,45,1,0,81.4,3775.85,0,1,0,0,1,1.2516784522458198,0
0.0,3.0,0.0,2.0,0,0,29,12,0,35.6,1072.6,1,0,0,1,2,0.547417111793012,0
0.0,2.0,0.0,1.0,0,0,24,1,0,54.95,1348.5,1,0,0,1,2,0.8449598396917419,0
0.0,1.0,0.0,5.0,0,0,61,24,0,86.45,5175.3,1,0,1,1,3,1.3293317223175811,0
0.0,3.0,2.0,5.0,0,1,61,1,1,19.4,1182.55,0,0,0,0,0,0.29831157215686605,0
0.0,2.0,1.0,3.0,1,1,45,1,1,86.1,3861.45,0,0,1,0,1,1.3239498125106273,0
1.0,1.0,1.0,0.0,1,1,11,1,1,78.1,864.85,0,0,1,0,1,1.2009347312088268,1
0.0,1.0,1.0,3.0,0,0,46,12,1,95.65,4664.2,1,1,1,0,3,1.4707990658146517,1
1.0,1.0,0.0,1.0,0,1,14,1,0,80.45,1137.05,0,1,0,1,2,1.2370704113412307,0
0.0,1.0,1.0,2.0,0,0,31,1,1,86.55,2697.4,0,0,0,0,0,1.3308694108338535,1
0.0,2.0,0.0,4.0,0,0,54,24,0,80.6,4299.95,1,0,1,1,3,1.2393769441156395,0
0.0,1.0,2.0,5.0,0,0,72,24,0,25.45,1866.45,0,0,0,0,0,0.39134172739135265,0
0.0,2.0,1.0,5.0,0,1,72,24,1,109.55,8165.1,1,1,1,0,3,1.6845377695765298,0
0.0,1.0,1.0,0.0,1,0,4,1,1,99.8,442.85,0,1,1,0,2,1.5346131392399605,1
0.0,0.0,0.0,5.0,0,0,70,24,1,58.35,4214.25,1,0,1,1,3,0.897241249245007,1
0.0,2.0,0.0,0.0,0,0,3,1,1,55.3,196.15,0,0,0,0,0,0.8503417494986956,0
0.0,0.0,0.0,5.0,0,0,70,24,0,48.4,3442.8,1,0,1,1,3,0.7442412418758927,0
0.0,0.0,2.0,5.0,0,1,70,24,0,24.25,1724.15,0,0,0,0,0,0.3728894651960826,0
1.0,3.0,2.0,2.0,0,0,28,1,0,20.25,535.35,0,0,0,0,0,0.3113819245451824,0
0.0,2.0,1.0,1.0,0,0,13,1,1,100.35,1358.85,1,0,0,0,1,1.5430704260794592,0
0.0,1.0,1.0,5.0,0,1,63,12,1,81.2,4965.1,0,0,0,1,1,1.2486030752132746,1
0.0,2.0,0.0,1.0,0,0,15,1,1,29.7,438.25,0,0,0,1,1,0.45669348933293413,0
1.0,3.0,2.0,0.0,0,1,1,1,0,20.55,20.55,0,0,0,0,0,0.3159949900939999,0
0.0,2.0,1.0,4.0,0,1,57,1,1,103.05,5925.75,1,1,1,1,4,1.584588016018817,0
0.0,1.0,0.0,1.0,0,1,18,1,0,56.8,1074.65,0,1,0,0,1,0.8734070772427831,0
0.0,1.0,0.0,1.0,0,1,23,12,1,48.35,1067.15,0,0,0,0,0,0.7434723976177565,1
0.0,0.0,1.0,5.0,0,1,61,12,1,96.5,5673.7,0,0,0,0,0,1.483869418202968,1
1.0,1.0,1.0,5.0,0,1,61,12,0,103.9,6449.15,0,1,1,1,3,1.5976583684071335,0
0.0,0.0,2.0,5.0,0,1,61,24,0,25.45,1538.6,0,0,0,0,0,0.39134172739135265,0
0.0,2.0,1.0,2.0,1,1,26,1,0,84.95,2169.75,0,1,0,0,1,1.3062663945734936,0
0.0,2.0,1.0,2.0,1,0,35,1,0,70.55,2419.0,0,0,0,0,0,1.0848392482302527,0
0.0,1.0,0.0,1.0,0,0,13,1,1,45.55,597.0,1,0,0,1,2,0.7004171191621262,1
0.0,0.0,2.0,2.0,1,0,33,12,1,24.9,847.8,0,0,0,0,0,0.3828844405518539,1
0.0,2.0,1.0,4.0,1,1,50,1,1,95.05,4888.7,0,1,1,0,2,1.4615729347170165,0
0.0,2.0,1.0,0.0,0,1,1,1,1,80.55,80.55,0,0,0,0,0,1.2386080998575033,0
0.0,0.0,1.0,5.0,1,1,72,24,1,114.85,8317.95,1,1,1,1,4,1.7660352609389727,1
1.0,3.0,0.0,0.0,0,1,3,1,1,31.0,95.05,0,0,0,1,1,0.4766834400444767,0
0.0,0.0,1.0,4.0,0,0,58,12,1,103.25,6017.65,0,1,1,0,2,1.587663393051362,1
0.0,3.0,0.0,0.0,0,0,1,1,0,45.35,45.35,0,0,0,0,0,0.6973417421295813,0
0.0,1.0,1.0,4.0,0,0,54,1,0,89.4,4869.5,0,0,1,0,1,1.37469353354762,0
0.0,1.0,1.0,3.0,0,0,37,1,0,100.3,3541.4,0,0,0,1,1,1.542301581821323,0
0.0,3.0,0.0,5.0,0,0,62,24,1,65.1,3846.75,1,0,0,1,2,1.001035224093401,0
